,model,version,channels,beta,init,num_unique,num_valid,num_valid_unique,frac_unique,frac_valid,frac_valid_unique,frac_valid_atoms,frac_valid_H,frac_valid_C,frac_valid_N,frac_valid_O,frac_valid_F,js_divergence,H,C,N,O,F,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,CC_0.0,CC_0.5,CC_1.0,CC_1.5,CC_2.0,CC_2.5,CC_3.0,CC_3.5,CC_4.0,CC_4.5,CC_5.0,CC_5.5,CC_6.0,CC_6.5,CC_7.0,CC_7.5,CC_8.0,CC_8.5,CC_9.0,CC_9.5,CC_10.0,CC_10.5,CC_11.0,CC_11.5,CC_12.0,CC_12.5,CC_13.0,CC_13.5,CC_14.0,CC_14.5,CH_0.0,CH_0.5,CH_1.0,CH_1.5,CH_2.0,CH_2.5,CH_3.0,CH_3.5,CH_4.0,CH_4.5,CH_5.0,CH_5.5,CH_6.0,CH_6.5,CH_7.0,CH_7.5,CH_8.0,CH_8.5,CH_9.0,CH_9.5,CH_10.0,CH_10.5,CH_11.0,CH_11.5,CH_12.0,CH_12.5,CH_13.0,CH_13.5,CH_14.0,CH_14.5,CO_0.0,CO_0.5,CO_1.0,CO_1.5,CO_2.0,CO_2.5,CO_3.0,CO_3.5,CO_4.0,CO_4.5,CO_5.0,CO_5.5,CO_6.0,CO_6.5,CO_7.0,CO_7.5,CO_8.0,CO_8.5,CO_9.0,CO_9.5,CO_10.0,CO_10.5,CO_11.0,CO_11.5,CO_12.0,CO_12.5,CO_13.0,CO_13.5,CO_14.0,CO_14.5
27,nequip-l2,6,32,10,C6H5,13,4,4,0.203125,0.0625,0.0625,0.763265306122449,0.9887640449438202,0.6115702479338843,0.42857142857142855,0.7857142857142857,,0.023277745766229617,395,435,7,87,0,11,65,915,140,1704,452,861,698,574,470,242,160,77,56,32,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,7,3,413,31,433,232,57,38,44,57,19,9,10,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,366,69,728,35,724,423,110,88,58,57,27,23,12,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,113,7,154,35,25,158,77,24,21,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,nequip-l2,6,32,100,CH3,64,2,2,1.0,0.03125,0.03125,0.7333333333333333,0.9664804469273743,0.48627450980392156,0.6039603960396039,0.8309859154929577,,0.013516979714642344,537,510,101,142,0,54,155,1319,1112,2175,1886,1963,1534,1465,716,437,154,55,25,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,46,233,413,477,355,197,158,65,37,16,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,47,533,243,875,647,831,466,515,155,88,43,15,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,188,40,191,174,209,219,64,37,22,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,nequip-l2,6,32,100,C6H5,7,3,3,0.109375,0.046875,0.046875,0.7368421052631579,1.0,0.5538461538461539,0.25,0.8125,,0.025847007082850766,390,444,4,110,0,6,33,947,84,1753,527,797,750,624,536,201,218,142,44,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,396,16,457,247,35,53,58,84,15,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,376,31,707,72,707,445,81,92,56,80,65,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,154,6,142,54,30,178,105,53,33,19,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,nequip-l2,6,32,1000,CH3,63,4,4,0.984375,0.0625,0.0625,0.8247151621384751,0.9940357852882704,0.6174334140435835,0.7962962962962963,0.8547008547008547,,0.01951989963016452,512,419,109,119,0,25,96,1034,833,1707,1597,1691,1097,1345,518,303,54,19,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,30,143,276,359,206,111,81,18,26,10,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,446,154,654,632,703,249,456,56,27,24,9,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,131,29,100,134,183,167,35,10,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,nequip-l2,6,32,1000,C6H5,1,1,1,0.015625,0.015625,0.015625,1.0,1.0,1.0,,1.0,,0.04011473246312471,384,448,0,128,0,0,0,960,0,1725,579,704,804,633,589,150,277,171,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,448,256,0,64,64,108,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,640,78,697,450,62,76,59,121,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,128,114,7,226,94,114,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,nequip-l2,6,64,1,CH3,64,1,1,1.0,0.015625,0.015625,0.41397849462365593,0.865979381443299,0.08823529411764706,0.25,0.4634146341463415,,0.11788219815866523,291,408,4,41,0,101,284,946,1080,829,560,372,207,135,84,44,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,105,277,361,280,170,116,66,47,27,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,130,509,350,368,257,163,88,54,40,24,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,70,42,48,34,14,11,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,nequip-l2,6,64,1,C6H5,54,3,3,0.84375,0.046875,0.046875,0.6482593037214885,0.9817073170731707,0.41041666666666665,0.7142857142857143,0.8888888888888888,,0.037949421679040383,388,540,7,19,0,49,139,1128,467,1799,698,1062,686,516,329,105,52,18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,67,568,239,616,390,109,117,79,39,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,45,484,147,830,206,845,486,86,108,63,34,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,34,18,31,23,18,15,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,nequip-l2,6,64,10,CH3,53,2,2,0.828125,0.03125,0.03125,0.5917225950782998,0.9322916666666666,0.2637889688249401,0.35,0.7397260273972602,,0.017658332904213328,428,439,20,84,0,60,156,1075,1045,1503,1199,1018,807,610,409,284,182,103,63,40,37,10,7,4,3,0,0,0,0,0,0,0,0,0,0,36,68,257,392,309,292,173,128,82,63,30,12,12,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,60,565,255,747,420,429,340,234,147,107,77,29,21,19,8,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,11,131,36,129,99,80,87,44,29,20,18,5,5,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35,nequip-l2,6,64,10,C6H5,52,8,8,0.8125,0.125,0.125,0.790133779264214,0.9735349716446124,0.641914191419142,0.5,0.7058823529411765,,0.014879493056490535,613,690,10,59,0,47,90,1380,719,2605,1508,1818,1495,1385,1348,921,735,492,352,232,136,109,47,36,10,9,2,1,0,0,0,0,0,0,0,34,24,544,310,722,535,241,396,272,235,196,100,89,63,45,24,12,5,2,1,1,0,0,0,0,0,0,0,0,0,6,39,692,177,1245,571,1183,761,553,607,412,313,213,139,100,54,59,23,12,6,1,1,1,0,0,0,0,0,0,0,1,6,88,28,103,70,70,61,58,79,32,33,15,21,2,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0
36,nequip-l2,6,64,100,CH3,63,5,5,0.984375,0.078125,0.078125,0.6480380499405469,0.9597989949748744,0.2899728997289973,0.5789473684210527,0.8181818181818182,,0.02881138418435937,402,371,19,56,0,62,135,833,760,1196,884,723,479,351,263,128,107,52,29,16,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,40,38,168,230,224,188,72,80,43,33,14,7,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,68,512,161,674,299,294,176,118,87,48,40,19,10,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,81,15,80,44,61,42,35,21,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,nequip-l2,6,64,100,C6H5,50,18,18,0.78125,0.28125,0.28125,0.8782161234991424,0.994413407821229,0.7638376383763837,0.7333333333333333,0.9027777777777778,,0.040304826917709244,670,655,16,83,0,23,40,1354,508,2593,1385,1554,1383,1301,1494,791,906,689,557,437,381,242,146,109,70,50,17,13,4,3,2,0,0,0,0,14,12,482,185,593,428,109,302,219,202,131,123,139,88,92,40,44,14,15,4,1,1,1,0,0,0,0,0,0,0,2,15,691,80,1164,533,1049,675,465,656,309,336,324,230,165,134,113,63,48,25,21,5,2,3,1,0,0,0,0,0,6,3,145,15,132,91,42,99,85,134,35,32,38,41,15,12,4,7,5,4,2,0,0,0,0,0,0,0,0,0
38,nequip-l2,6,64,1000,CH3,64,0,0,1.0,0.0,0.0,0.6164623467600701,0.9877675840978594,0.11885245901639344,,,,0.1713447886680593,327,244,0,0,0,59,69,485,467,645,346,188,41,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,9,45,152,49,71,0,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,59,431,49,546,59,59,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,nequip-l2,6,64,1000,C6H5,40,7,7,0.625,0.109375,0.109375,0.8702651515151515,0.9918533604887984,0.7479166666666667,0.7647058823529411,0.8823529411764706,,0.05724084640731937,747,688,17,99,0,18,64,1492,574,2812,1565,1565,1628,1484,1735,899,1084,986,870,682,608,359,237,164,109,73,53,21,16,6,7,2,2,1,1,8,24,476,212,588,410,94,321,225,249,162,183,224,141,123,61,45,33,22,19,8,7,2,2,1,1,0,0,0,0,2,26,779,71,1138,662,1066,722,564,741,310,400,485,458,265,217,187,91,67,44,30,21,9,9,3,2,2,2,0,0,7,6,194,11,170,125,24,102,106,186,34,40,34,41,24,20,7,8,6,6,0,0,0,0,0,0,0,0,0,0
40,nequip-l2,6,128,1,CH3,64,1,1,1.0,0.015625,0.015625,0.3901477832512315,0.8126801152737753,0.09109311740890688,0.2962962962962963,0.546875,1.0,0.08463563857869816,347,494,108,64,2,249,650,1708,2010,1746,1471,1053,670,387,237,135,64,27,13,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,192,428,498,449,373,263,182,117,62,33,25,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,195,631,544,553,465,312,230,132,79,50,20,18,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,36,110,125,95,100,73,32,17,15,5,6,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,nequip-l2,6,128,1,C6H5,34,1,1,0.53125,0.015625,0.015625,0.5356083086053413,0.9262295081967213,0.2970027247956403,0.32432432432432434,0.5384615384615384,,0.02516097793301141,424,547,37,26,0,108,246,1346,823,2137,1022,1394,918,738,478,215,139,77,33,20,8,8,2,0,0,0,0,0,0,0,0,0,0,0,0,64,69,563,275,651,460,233,212,140,94,34,39,15,4,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,8,69,561,246,934,257,894,512,155,132,91,44,25,17,13,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15,40,41,54,46,56,23,21,17,10,16,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,nequip-l2,6,128,10,CH3,63,16,16,0.984375,0.25,0.25,0.7803958529688972,0.973741794310722,0.5703703703703704,0.5384615384615384,0.8702290076335878,1.0,0.01045665556706691,461,407,65,132,3,48,142,1039,1009,1667,1348,1258,953,804,520,358,240,114,72,32,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,28,36,143,296,238,257,172,142,80,55,30,24,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,506,178,694,416,426,323,268,152,98,71,30,27,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,194,55,219,83,90,79,56,32,19,12,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,nequip-l2,6,128,10,C6H5,1,1,1,0.015625,0.015625,0.015625,1.0,1.0,1.0,,,,0.1006507050460741,384,384,0,0,0,0,0,768,0,1498,230,768,384,384,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,384,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,768,0,768,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,nequip-l2,6,128,100,CH3,54,27,27,0.84375,0.421875,0.421875,0.9192139737991266,0.9894291754756871,0.8275862068965517,0.6764705882352942,0.9327731092436975,,0.0060766051514873805,543,323,42,142,0,8,41,879,612,1545,1092,986,783,867,553,413,314,222,119,89,56,37,21,15,7,5,0,1,0,0,0,0,0,0,0,4,5,49,151,148,88,82,84,52,46,20,19,14,8,5,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,7,511,45,603,310,301,248,283,193,137,95,61,49,29,19,15,10,5,1,2,0,0,0,0,0,0,0,0,0,1,2,223,7,168,89,91,55,40,31,19,10,9,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45,nequip-l2,6,128,100,C6H5,1,1,1,0.015625,0.015625,0.015625,1.0,1.0,1.0,,,,0.1048084418025542,384,384,0,0,0,0,0,768,0,1533,195,768,384,384,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,384,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,768,0,768,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,nequip-l2,6,128,1000,CH3,47,16,16,0.734375,0.25,0.25,0.8739316239316239,0.9919028340080972,0.7132616487455197,0.5238095238095238,0.8842975206611571,,0.0022623295500459263,644,349,46,166,0,15,81,1054,795,1905,1513,1326,1330,1222,815,538,403,212,129,70,33,15,9,2,2,0,0,0,0,0,0,0,0,0,0,9,7,41,156,177,117,103,126,65,41,28,12,7,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,621,99,597,499,430,431,382,309,133,131,67,31,16,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,284,31,233,90,75,74,47,41,4,10,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,nequip-l2,6,128,1000,C6H5,1,1,1,0.015625,0.015625,0.015625,1.0,1.0,1.0,,,,0.10519109815515251,384,384,0,0,0,0,0,768,0,1536,192,768,384,384,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,384,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,768,0,768,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,nequip-l2,7,32,1,CH3,64,0,0,1.0,0.0,0.0,0.31465093411996065,0.8481481481481481,0.07479674796747968,0.22727272727272727,0.5681818181818182,,0.11412763393373954,270,615,88,44,0,209,946,1577,1768,1418,1024,659,440,278,178,88,54,21,9,19,5,6,1,4,4,1,0,0,0,0,0,0,0,0,0,118,412,562,657,502,371,218,154,100,41,24,18,6,2,11,2,3,1,1,3,0,0,0,0,0,0,0,0,0,0,28,266,561,448,490,358,224,144,90,65,33,14,5,5,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,9,45,95,93,72,49,43,20,13,16,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,nequip-l2,7,32,1,C6H5,64,0,0,1.0,0.0,0.0,0.42193808882907136,0.8946188340807175,0.1812933025404157,0.21505376344086022,0.6296296296296297,,0.041763533870709885,446,866,93,81,0,237,1178,2322,1818,3224,2040,2167,1655,1238,820,425,209,117,30,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,477,960,759,1125,879,529,444,261,158,79,28,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,255,782,488,1161,529,1117,788,323,307,180,106,51,17,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,107,183,152,196,158,129,91,77,38,37,15,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,nequip-l2,7,32,10,CH3,64,1,1,1.0,0.015625,0.015625,0.4640052356020942,0.9260869565217391,0.20381406436233612,0.33,0.6124031007751938,,0.022305250463918347,460,839,100,129,0,148,749,1884,2121,2653,2426,2171,1743,1508,1114,793,529,365,212,154,80,53,36,37,29,19,15,5,7,0,1,0,0,0,0,78,336,616,908,790,844,575,467,364,225,159,74,66,28,26,18,17,8,8,7,1,1,0,0,0,0,0,0,0,0,18,143,662,372,966,714,798,647,606,468,316,232,142,89,63,26,19,16,16,13,9,10,1,2,0,0,0,0,0,0,10,72,286,184,313,227,198,140,118,71,40,37,28,9,8,5,1,2,2,0,0,0,0,0,0,0,0,0,0,0
51,nequip-l2,7,32,10,C6H5,64,0,0,1.0,0.0,0.0,0.5144987572493787,0.8776371308016878,0.2750759878419453,0.2765957446808511,0.39285714285714285,,0.03583445256810598,474,658,47,28,0,157,631,1479,790,2318,1139,1541,1083,930,647,259,128,61,26,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,228,654,332,679,548,279,247,163,88,46,17,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,215,635,239,1077,275,1085,668,186,189,136,68,32,20,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,28,56,59,47,35,27,35,26,22,6,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,nequip-l2,7,32,100,CH3,64,4,4,1.0,0.0625,0.0625,0.6623544631306598,0.9793977812995246,0.38737446197991393,0.29411764705882354,0.7245508982035929,,0.012627890856433642,631,697,51,167,0,68,304,1532,1470,2606,2534,2209,1939,1808,1545,968,730,412,269,183,103,100,67,57,56,36,35,21,13,3,0,0,0,0,0,30,130,355,555,542,592,382,457,281,198,122,75,60,42,42,16,22,17,12,14,2,14,5,0,0,0,0,0,0,0,14,78,724,228,1037,849,869,737,770,649,389,271,136,92,66,44,45,31,27,28,13,11,11,9,0,0,0,0,0,0,6,35,313,114,449,239,180,140,109,81,54,28,17,16,10,5,7,6,4,8,3,3,0,0,0,0,0,0,0,0
53,nequip-l2,7,32,100,C6H5,64,0,0,1.0,0.0,0.0,0.5967741935483871,0.9328537170263789,0.3890784982935154,0.15384615384615385,0.5,,0.032747514802730825,417,586,39,12,0,141,318,1087,398,1976,733,1162,768,781,554,296,98,68,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,159,509,218,591,416,125,207,200,103,37,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,75,483,86,889,181,942,490,89,174,195,62,45,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,12,10,17,19,8,8,7,11,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,nequip-l2,7,32,1000,CH3,58,5,5,0.90625,0.078125,0.078125,0.6179321486268174,0.9661733615221987,0.32996632996632996,0.5128205128205128,0.696969696969697,,0.009616940384756575,533,630,39,138,0,61,286,1455,1271,2172,1779,1807,1432,1286,820,608,385,259,153,85,72,37,23,6,7,1,2,0,0,0,0,0,0,0,0,31,120,402,497,522,441,357,279,127,106,58,34,25,29,19,9,1,3,1,0,0,0,0,0,0,0,0,0,0,0,7,65,621,218,841,607,783,624,589,270,240,149,92,60,24,40,21,8,0,6,0,0,0,0,0,0,0,0,0,0,7,39,289,98,364,175,146,104,84,37,33,18,14,10,5,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0
55,nequip-l2,7,32,1000,C6H5,64,0,0,1.0,0.0,0.0,0.7222222222222222,1.0,0.5885714285714285,0.08928571428571429,0.5714285714285714,,0.03170074618255158,384,525,56,7,0,105,157,912,186,1771,590,1007,654,650,454,295,72,68,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,57,423,138,493,351,41,190,135,46,29,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,30,415,18,809,162,824,431,38,141,142,32,29,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4,2,9,6,6,0,6,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
